chrom	length	bases	mean	min	max
TE_00001255#MITE/DTA	185	6602	35.69	23	49
TE_00001256#DNA/DTM	1153	20847	18.08	2	68
TE_00001257_INT#LTR/Gypsy	914	670572	733.67	0	1966
TE_00001258_INT#LTR/Gypsy	3009	727350	241.72	0	1015
TE_00001259#DNA/DTT	2270	111853	49.27	0	211
TE_00001260#DNA/DTA	1487	26344	17.72	0	144
TE_00001262_INT#LTR/Gypsy	1737	290483	167.23	15	535
TE_00001263_INT#LTR/Gypsy	1939	1722621	888.41	1	3089
TE_00001264_LTR#LTR/Gypsy	480	173709	361.89	68	491
TE_00001265#DNA/Helitron	1490	27319	18.33	4	58
TE_00001266_LTR#LTR/Copia	130	5773	44.41	6	70
TE_00001269_INT#LTR/Copia	913	87463	95.80	0	202
TE_00001270_LTR#LTR/Gypsy	1414	23720115	16775.19	625	33505
TE_00001271_INT#LTR/Gypsy	175	1289	7.37	0	26
TE_00001272_INT#LTR/Gypsy	1187	232934	196.24	0	944
TE_00001273_INT#LTR/Copia	4730	236520	50.00	0	226
TE_00001274#DNA/DTT	2161	9236	4.27	0	51
TE_00001275#DNA/DTT	1621	64101	39.54	0	303
TE_00001276_LTR#LTR/Copia	197	15338	77.86	25	101
TE_00001277#DNA/DTH	2100	70979	33.80	0	178
TE_00001278_LTR#LTR/Copia	948	6558688	6918.45	573	18367
TE_00001280#DNA/DTC	3371	865348	256.70	53	573
TE_00001283#DNA/DTM	1065	14216	13.35	0	53
TE_00001285_LTR#LTR/Gypsy	4079	1139321	279.31	7	1881
TE_00001286#DNA/Helitron	4795	71733	14.96	2	219
TE_00001287#DNA/DTC	1497	26610	17.78	0	83
TE_00001288_INT#LTR/Copia	761	89787	117.99	0	298
TE_00001289_INT#LTR/Gypsy	150	1587	10.58	0	37
TE_00001291#MITE/DTH	400	4518	11.29	4	18
TE_00001294_LTR#LTR/Gypsy	1035	362186	349.94	93	1367
TE_00001295#MITE/DTT	103	178	1.73	0	3
TE_00001296#DNA/DTC	4005	537126	134.11	0	491
TE_00001297#MITE/DTH	318	9716	30.55	0	65
TE_00001299_LTR#LTR/Copia	226	5400	23.89	8	35
TE_00001300#DNA/DTH	1123	133141	118.56	1	405
TE_00001301#DNA/DTC	2356	152117	64.57	0	582
TE_00001302#DNA/DTM	1125	16254	14.45	3	42
TE_00001303#DNA/DTC	1967	17031	8.66	0	37
TE_00001304#DNA/DTM	1200	67913	56.59	7	149
TE_00001305#DNA/DTT	2129	10940	5.14	0	73
TE_00001307_INT#LTR/Copia	6418	49310	7.68	1	22
TE_00001308_LTR#LTR/Copia	204	1052	5.16	1	10
TE_00001310_INT#LTR/Gypsy	347	895994	2582.12	0	6639
TE_00001311#DNA/DTC	3284	3229401	983.37	29	2416
TE_00001313_INT#LTR/Copia	4593	722694	157.35	13	249
TE_00001314#DNA/DTC	237	1066	4.50	0	23
TE_00001315_INT#LTR/Copia	4377	189576	43.31	4	84
TE_00001316#DNA/DTC	839	191082	227.75	4	420
TE_00001317#DNA/DTM	1159	38169	32.93	2	77
TE_00001318_INT#LTR/Copia	4895	134172	27.41	1	120
TE_00001319#MITE/DTA	189	3131	16.57	6	30
TE_00001320#DNA/DTC	4462	22815	5.11	0	337
TE_00001321_INT#LTR/Gypsy	499	439721	881.20	201	1163
TE_00001322_LTR#LTR/Gypsy	911	612575	672.42	2	954
TE_00001323_INT#LTR/Gypsy	368	16572	45.03	0	119
TE_00001325#MITE/DTC	453	5265	11.62	0	25
TE_00001326#DNA/DTH	2209	1193109	540.11	163	970
TE_00001328_LTR#LTR/Gypsy	541	920769	1701.98	55	5077
TE_00001329#MITE/DTT	96	1408	14.67	0	47
TE_00001331#MITE/DTT	556	45830	82.43	0	196
TE_00001333_INT#LTR/Gypsy	258	320022	1240.40	0	2389
TE_00001335_INT#LTR/Gypsy	4599	8541166	1857.18	0	7183
TE_00001336#MITE/DTM	470	16006	34.06	1	179
TE_00001337_INT#LTR/Copia	4827	531516	110.11	4	229
TE_00001338#DNA/DTA	880	4921	5.59	1	34
TE_00001339_LTR#LTR/Gypsy	2973	387149	130.22	3	432
TE_00001340#DNA/DTC	3103	22878	7.37	0	65
TE_00001342_INT#LTR/Copia	2762	5091	1.84	0	27
TE_00001344#MITE/DTT	255	6193	24.29	0	65
TE_00001345#DNA/Helitron	4248	33831	7.96	0	73
TE_00001346_INT#LTR/Gypsy	1612	4911326	3046.73	133	5180
TE_00001347#MITE/DTT	158	5811	36.78	15	51
TE_00001348_LTR#LTR/Copia	1252	15894825	12695.55	8	24842
TE_00001349_LTR#LTR/Gypsy	1544	13224530	8565.11	854	11484
TE_00001351#DNA/DTA	3201	33834	10.57	1	96
TE_00001352_INT#LTR/Gypsy	1852	3861951	2085.29	2	10303
TE_00001353_INT#LTR/Gypsy	11705	11150870	952.66	98	1652
TE_00001355#DNA/DTC	107	0	0.00	0	0
TE_00001356_INT#LTR/Gypsy	3118	1204395	386.27	58	585
TE_00001358_INT#LTR/Gypsy	2647	10279073	3883.29	45	5688
TE_00001359#DNA/DTC	1276	430441	337.34	1	1164
TE_00001360_INT#LTR/Copia	4848	445525	91.90	15	669
TE_00001361_INT#LTR/Gypsy	563	211336	375.37	0	1021
TE_00001362#DNA/DTM	1628	9718	5.97	0	63
TE_00001363#DNA/DTT	2942	208657	70.92	0	540
TE_00001364_INT#LTR/Copia	5054	10281502	2034.33	0	48491
TE_00001365_INT#LTR/Copia	376	100977	268.56	0	722
TE_00001366_INT#LTR/Copia	3922	26407	6.73	0	36
TE_00001368_INT#LTR/Gypsy	1253	2320784	1852.18	4	4405
TE_00001369_INT#LTR/Copia	343	113228	330.11	0	760
TE_00001370#DNA/DTT	526	3026	5.75	1	24
TE_00001371#DNA/DTC	352	2969	8.43	0	21
TE_00001372#DNA/DTM	1284	27219	21.20	6	65
TE_00001374_INT#LTR/Copia	4283	20021	4.67	0	23
TE_00001375#DNA/DTH	2129	620485	291.44	0	669
TE_00001376_LTR#LTR/Gypsy	303	2471	8.16	1	19
TE_00001377_INT#LTR/Gypsy	8772	9340929	1064.86	17	1604
TE_00001378#DNA/DTA	649	11663	17.97	0	57
TE_00001379#DNA/DTA	2020	25262	12.51	1	67
TE_00001380#DNA/DTM	828	12499	15.10	1	61
TE_00001381#MITE/DTH	406	11648	28.69	1	82
TE_00001382_INT#LTR/Gypsy	348	65545	188.35	0	311
TE_00001383#DNA/DTM	1248	63938	51.23	0	486
TE_00001384#DNA/DTC	1229	22831	18.58	0	76
TE_00001385#MITE/DTT	253	4287	16.94	3	36
TE_00001387#DNA/DTM	822	10232	12.45	4	30
TE_00001388#DNA/DTH	339	101967	300.79	2	496
TE_00001389#DNA/Helitron	526	14226	27.05	15	68
TE_00001390_LTR#LTR/Gypsy	4233	8509329	2010.24	1	8570
TE_00001391#MITE/DTH	191	233	1.22	0	3
TE_00001392#DNA/DTC	118	14598	123.71	1	165
TE_00001393#DNA/DTM	3349	95861	28.62	0	439
TE_00001394_INT#LTR/Gypsy	4700	6317301	1344.11	0	6366
TE_00001395#DNA/DTT	4666	39766	8.52	0	45
TE_00001396#DNA/DTC	263	10704	40.70	2	72
TE_00001397#MITE/DTT	256	25369	99.10	20	135
TE_00001398#DNA/DTM	1254	51790	41.30	5	114
TE_00001399_INT#LTR/Gypsy	2235	1194931	534.64	0	2108
TE_00001400#DNA/DTC	3342	35898	10.74	1	25
TE_00001401_INT#LTR/Gypsy	3211	1739014	541.58	28	1061
TE_00001402#DNA/DTT	1273	3746	2.94	0	16
TE_00001403_INT#LTR/Gypsy	3351	1927381	575.17	0	5729
TE_00001404_INT#LTR/Gypsy	6088	1688943	277.42	0	1423
TE_00001405_INT#LTR/Gypsy	4948	1258035	254.25	0	2197
TE_00001406_LTR#LTR/Gypsy	824	12511407	15183.75	1472	41063
TE_00001407#DNA/DTM	668	76235	114.12	0	227
TE_00001408#DNA/Helitron	10613	275862	25.99	0	617
TE_00001409#DNA/DTH	947	5526	5.84	0	38
TE_00001410#DNA/DTH	1172	77006	65.70	7	156
TE_00001411#DNA/DTC	4951	71052	14.35	1	31
TE_00001412#DNA/DTC	110	100	0.91	0	4
TE_00001413_INT#LTR/Copia	4582	131405	28.68	2	97
TE_00001414_INT#LTR/Gypsy	1269	260221	205.06	0	1151
TE_00001415#DNA/DTC	3110	162777	52.34	2	269
TE_00001416_INT#LTR/Gypsy	11835	2782756	235.13	3	5028
TE_00001417_INT#LTR/Gypsy	3094	1239708	400.68	0	2785
TE_00001418#DNA/DTM	1219	27311	22.40	6	53
TE_00001419#DNA/DTT	1741	3585	2.06	0	13
TE_00001420#DNA/Helitron	3096	273511	88.34	0	854
TE_00001422#DNA/DTC	3169	841072	265.41	0	2574
TE_00001423#MITE/DTT	214	49373	230.71	15	318
TE_00001424#MITE/DTT	292	22045	75.50	3	169
TE_00001425#MITE/DTA	185	147	0.79	0	2
TE_00001426_LTR#LTR/Gypsy	327	5715	17.48	1	26
TE_00001427_LTR#LTR/Gypsy	1018	221889	217.97	1	672
TE_00001429#DNA/Helitron	3876	2906725	749.93	0	7141
TE_00001430_INT#LTR/Copia	4349	326249	75.02	1	216
TE_00001431#MITE/DTT	140	556	3.97	0	12
TE_00001433_LTR#LTR/Copia	362	5649	15.60	3	26
TE_00001434#MITE/DTM	344	1533	4.46	1	10
TE_00001435#DNA/DTT	3999	10987830	2747.64	31	4483
TE_00001436#DNA/Helitron	9986	23285617	2331.83	0	29541
TE_00001437_LTR#LTR/Gypsy	992	745636	751.65	115	2055
TE_00001438_INT#LTR/Gypsy	2055	10583087	5149.92	0	23366
TE_00001439_LTR#LTR/Gypsy	4148	11046630	2663.12	225	9748
TE_00001441#DNA/DTC	3906	417981	107.01	0	451
TE_00001442#DNA/DTC	1464	19312	13.19	1	47
TE_00001443_INT#LTR/Copia	4717	49821	10.56	2	36
TE_00001444_LTR#LTR/Copia	145	3464083	23890.23	3949	30703
TE_00001445#DNA/DTC	1009	881871	874.00	244	1802
TE_00001446_INT#LTR/Gypsy	3270	3238735	990.44	0	3337
TE_00001448#MITE/DTA	178	2387	13.41	8	17
TE_00001449#MITE/DTT	333	9573	28.75	1	63
TE_00001450#MITE/DTA	570	129070	226.44	128	292
TE_00001451#MITE/DTA	160	236	1.48	0	2
TE_00001452_INT#LTR/Copia	5910	3862890	653.62	1	2487
TE_00001453#DNA/DTC	439	1470	3.35	0	9
TE_00001456_LTR#LTR/Gypsy	4736	9849075	2079.62	8	14114
TE_00001457_INT#LTR/Gypsy	272	16347	60.10	0	125
TE_00001458#MITE/DTT	318	7772	24.44	6	61
TE_00001459#DNA/DTH	3173	314894	99.24	1	329
TE_00001460_LTR#LTR/Copia	321	10245	31.92	3	59
TE_00001461#MITE/DTT	322	51356	159.49	66	204
TE_00001463#DNA/DTC	3364	81941	24.36	0	284
TE_00001465_INT#LTR/Copia	6068	1599204	263.55	0	897
TE_00001466#MITE/DTT	557	2916	5.24	1	21
TE_00001467#MITE/DTT	446	1573	3.53	0	17
TE_00001468_INT#LTR/Gypsy	5168	2784866	538.87	6	2477
TE_00001470#DNA/DTC	2401	23328	9.72	0	74
TE_00001471_INT#LTR/Gypsy	307	365017	1188.98	0	4200
TE_00001472_LTR#LTR/Gypsy	4104	2210156	538.54	10	2530
TE_00001473#DNA/DTM	1144	23888	20.88	0	44
TE_00001474#DNA/DTC	1183	166632	140.86	3	411
TE_00001475_INT#LTR/Copia	124	7507	60.54	0	174
TE_00001476#MITE/DTT	242	2374	9.81	2	33
TE_00001477_INT#LTR/Gypsy	1511	1844998	1221.04	0	3903
TE_00001479_INT#LTR/Gypsy	934	3406732	3647.46	0	9139
TE_00001481_INT#LTR/Gypsy	181	24	0.13	0	1
TE_00001482#DNA/DTT	1753	30050	17.14	0	191
TE_00001483_INT#LTR/Copia	8247	12154130	1473.76	0	5739
TE_00001484_INT#LTR/Gypsy	1043	197814	189.66	0	450
TE_00001485#DNA/DTT	992	42631	42.97	0	255
TE_00001486#DNA/Helitron	3535	146270	41.38	0	566
TE_00001489#MITE/DTT	146	4709	32.25	1	46
TE_00001490#MITE/DTH	492	5480	11.14	3	21
TE_00001491#DNA/DTH	991	22873	23.08	4	58
TE_00001492_INT#LTR/Gypsy	11529	40782040	3537.34	165	6363
TE_00001495_INT#LTR/Copia	2147	2065398	961.99	15	1903
TE_00001497#MITE/DTT	232	1090	4.70	1	9
TE_00001499#DNA/Helitron	4260	71978	16.90	0	150
TE_00001501_LTR#LTR/Copia	208	1953	9.39	5	14
TE_00001502_INT#LTR/Gypsy	1278	407246	318.66	0	894
TE_00001503_INT#LTR/Gypsy	3532	12451662	3525.39	1	6514
TE_00001504#MITE/DTH	364	14729	40.46	1	188
TE_00001505#DNA/DTT	3514	7542549	2146.43	78	3650
TE_00001506#DNA/DTH	242	14048	58.05	0	123
TE_00001507#MITE/DTT	448	4092	9.13	0	47
TE_00001508#MITE/DTT	251	1455	5.80	5	9
TE_00001510#DNA/DTM	196	27189	138.72	0	337
TE_00001512#DNA/DTT	886	21394	24.15	3	51
TE_00001513_LTR#LTR/Copia	422	6610	15.66	4	31
TE_00001515#DNA/DTT	2321	32049	13.81	0	233
TE_00001516#MITE/DTT	169	339	2.01	0	7
TE_00001517#DNA/DTH	1049	5469	5.21	0	130
TE_00001518#MITE/DTA	581	28149	48.45	8	85
TE_00001519#MITE/DTA	497	30846	62.06	4	142
TE_00001520_LTR#LTR/Copia	211	7952	37.69	4	56
TE_00001522_LTR#LTR/Copia	203	2461	12.12	3	30
TE_00001523#DNA/DTH	2761	22530	8.16	0	132
TE_00001524_INT#LTR/Copia	3513	2210745	629.30	0	5933
TE_00001525#MITE/DTT	181	2133	11.78	0	31
TE_00001528#DNA/DTH	1226	284903	232.38	1	1203
TE_00001530_INT#LTR/Gypsy	847	2852835	3368.16	0	11778
TE_00001531_INT#LTR/Copia	123	0	0.00	0	0
TE_00001532#DNA/DTC	1357	377397	278.11	0	546
TE_00001533_INT#LTR/Gypsy	1983	132461	66.80	0	103
TE_00001534#DNA/Helitron	1432	17670	12.34	3	43
TE_00001535#DNA/DTC	1678	15580	9.28	0	38
TE_00001536_LTR#LTR/Gypsy	933	449200	481.46	4	1183
TE_00001537#DNA/Helitron	5238	86383	16.49	0	345
TE_00001538#DNA/DTC	4443	552978	124.46	0	3756
TE_00001539_INT#LTR/Gypsy	1879	8918349	4746.33	50	13579
TE_00001540_INT#LTR/Gypsy	4807	36800	7.66	0	31
TE_00001541_INT#LTR/Gypsy	769	3026728	3935.93	1	5254
TE_00001542#MITE/DTA	185	3849	20.81	2	32
TE_00001543#DNA/DTC	96	68214	710.56	0	1066
TE_00001544_LTR#LTR/Copia	304	47550	156.41	65	190
TE_00001545#DNA/DTT	1169	2278	1.95	0	15
TE_00001546#DNA/DTC	4293	96448	22.47	2	48
TE_00001547_INT#LTR/Gypsy	126	9695	76.94	0	123
TE_00001549#DNA/DTA	1329	31935	24.03	1	71
TE_00001550#DNA/Helitron	1243	207193	166.69	1	2215
TE_00001552_INT#LTR/Gypsy	4458	79586	17.85	6	60
TE_00001553#DNA/DTT	1170	4906	4.19	0	13
TE_00001554#DNA/Helitron	205	1354	6.60	1	11
TE_00001555_INT#LTR/Copia	7886	1885135	239.05	3	810
TE_00001556#MITE/DTT	149	10225	68.62	27	83
TE_00001558#DNA/Helitron	145	76858	530.06	0	798
TE_00001559_INT#LTR/Gypsy	2182	1087803	498.53	0	1619
TE_00001560_INT#LTR/Gypsy	9057	2706958	298.88	0	994
TE_00001561_INT#LTR/Gypsy	4922	4545910	923.59	4	2533
TE_00001562#DNA/DTA	642	46463	72.37	1	174
TE_00001563#DNA/DTA	886	5224	5.90	1	11
TE_00001564#MITE/DTT	525	312240	594.74	0	2126
TE_00001565_INT#LTR/Gypsy	224	21814	97.38	1	415
TE_00001566#DNA/DTH	891	11273	12.65	0	41
TE_00001568_INT#LTR/Copia	5022	313271	62.38	2	140
TE_00001570#DNA/DTH	1100	160399	145.82	8	263
TE_00001571_LTR#LTR/Gypsy	299	5818	19.46	7	64
TE_00001574#MITE/DTM	419	15117	36.08	0	113
TE_00001576_LTR#LTR/Gypsy	2995	242670	81.03	3	222
TE_00001577#DNA/Helitron	8369	538372	64.33	0	1454
TE_00001578#DNA/Helitron	1000	80554	80.55	1	390
TE_00001580#DNA/Helitron	690	7753	11.24	3	55
TE_00001581#MITE/DTM	324	30241	93.34	2	157
TE_00001582#DNA/DTC	114	297	2.61	0	5
TE_00001583#DNA/DTC	3450	215146	62.36	4	152
TE_00001584_LTR#LTR/Gypsy	1404	894414	637.05	4	2913
TE_00001585_INT#LTR/Gypsy	131	6959	53.12	0	93
TE_00001586_INT#LTR/Gypsy	422	707444	1676.41	9	3176
TE_00001587_LTR#LTR/Gypsy	4163	1591366	382.26	1	1551
TE_00001588_INT#LTR/Gypsy	611	314840	515.29	0	1821
TE_00001589#DNA/Helitron	1310	14777	11.28	1	37
TE_00001591#DNA/Helitron	2036	22466	11.03	0	115
TE_00001592_INT#LTR/Gypsy	290	9319	32.13	0	102
TE_00001593#DNA/DTM	2083	16406	7.88	1	45
TE_00001594_INT#LTR/Gypsy	255	468317	1836.54	0	2706
TE_00001595_INT#LTR/Gypsy	2668	9125327	3420.29	862	6219
TE_00001596_LTR#LTR/Copia	182	357	1.96	0	4
TE_00001597#DNA/Helitron	3773	206414	54.71	0	799
TE_00001598#DNA/DTT	611	289563	473.92	1	1744
TE_00001599#DNA/DTC	1040	18980	18.25	0	136
TE_00001600_INT#LTR/Copia	7204	3832427	531.99	0	5014
TE_00001601_INT#LTR/Gypsy	3662	1019181	278.31	0	892
TE_00001602_INT#LTR/Gypsy	373	171524	459.85	0	716
TE_00001603_INT#LTR/Gypsy	7011	3549761	506.31	0	3515
TE_00001605_LTR#LTR/Copia	469	7104	15.15	5	37
TE_00001606#DNA/DTH	1196	122468	102.40	2	342
TE_00001607#MITE/DTA	150	290	1.93	1	3
TE_00001608#DNA/DTC	1101	157095	142.68	0	598
TE_00001610#DNA/DTT	3548	25867	7.29	0	37
TE_00001611#DNA/DTT	1621	21329	13.16	2	100
TE_00001612#DNA/DTA	673	203716	302.70	49	434
TE_00001613#DNA/DTC	3193	31567	9.89	0	63
TE_00001614_LTR#LTR/Copia	1364	802581	588.40	109	727
TE_00001615_INT#LTR/Copia	2247	742483	330.43	0	1505
TE_00001616_INT#LTR/Gypsy	121	4062	33.57	0	87
TE_00001617#MITE/DTC	195	73	0.37	0	1
TE_00001618_LTR#LTR/Gypsy	2608	7283791	2792.86	1	8585
TE_00001619_INT#LTR/Copia	181	577065	3188.20	93	3913
TE_00001620#DNA/DTM	1398	1716	1.23	0	6
TE_00001621#DNA/DTT	4426	42440	9.59	0	222
TE_00001622_LTR#LTR/Copia	189	9576	50.67	10	72
TE_00001624_INT#LTR/Gypsy	3184	1072459	336.83	8	1178
TE_00001625#DNA/DTT	381	74483	195.49	1	301
TE_00001626#MITE/DTT	95	2162	22.76	0	30
TE_00001627_LTR#LTR/Gypsy	4174	734636	176.00	6	807
TE_00001628_INT#LTR/Gypsy	965	2051829	2126.25	25	5454
TE_00001630#DNA/DTA	620	26410	42.60	10	65
TE_00001631#DNA/Helitron	4507	872602	193.61	0	2908
TE_00001632_INT#LTR/Gypsy	202	112596	557.41	0	1134
TE_00001633#DNA/Helitron	1033	2538711	2457.61	1	5607
TE_00001636_INT#LTR/Gypsy	2928	6765099	2310.48	0	7708
TE_00001637_INT#LTR/Gypsy	1659	777120	468.43	3	1639
TE_00001638_INT#LTR/Copia	5137	235395	45.82	0	144
TE_00001639_INT#LTR/Copia	527	152194	288.79	0	710
TE_00001640_LTR#LTR/Gypsy	2744	3137084	1143.25	4	3951
TE_00001641_INT#LTR/Gypsy	1505	664750	441.69	0	3398
TE_00001642_INT#LTR/Gypsy	1237	109398	88.44	0	403
TE_00001643#MITE/DTH	107	1260	11.78	3	23
TE_00001644#DNA/Helitron	2332	10663	4.57	0	16
TE_00001645_INT#LTR/Copia	4347	952916	219.21	0	579
TE_00001646#DNA/DTH	1710	191511	111.99	1	255
TE_00001647_INT#LTR/Gypsy	2338	18537	7.93	0	98
TE_00001648#MITE/DTA	581	6062	10.43	0	24
TE_00001649#DNA/DTC	83	38	0.46	0	2
TE_00001651#DNA/DTM	1372	26114	19.03	3	42
TE_00001652_INT#LTR/Gypsy	488	4454775	9128.64	0	26073
TE_00001653_LTR#LTR/Gypsy	2643	22523310	8521.87	17	11936
TE_00001654#DNA/Helitron	2305	25982	11.27	0	53
TE_00001655_INT#LTR/Gypsy	857	378621	441.80	0	1260
TE_00001656_INT#LTR/Copia	1532	5361	3.50	0	15
TE_00001657_LTR#LTR/Gypsy	352	761513	2163.39	189	3200
TE_00001658_LTR#LTR/Gypsy	309	2172	7.03	3	9
TE_00001659#DNA/DTC	2927	22166	7.57	0	26
TE_00001660#DNA/DTC	2735	28666	10.48	1	27
TE_00001661_LTR#LTR/Copia	229	12779	55.80	9	90
TE_00001662#DNA/DTT	659	2244	3.41	0	16
TE_00001663_INT#LTR/Gypsy	8156	6414757	786.51	1	4108
TE_00001664#DNA/DTC	925	47802	51.68	0	108
TE_00001666#DNA/DTM	1564	15587	9.97	0	82
TE_00001667#DNA/Helitron	2100	15882	7.56	1	29
TE_00001668#MITE/DTH	182	57991	318.63	102	446
TE_00001671_INT#LTR/Gypsy	720	435184	604.42	0	1048
TE_00001672#DNA/DTA	862	9086	10.54	3	15
TE_00001673#DNA/DTA	1348	66601	49.41	20	96
TE_00001674_LTR#LTR/Copia	1203	7589557	6308.86	0	14497
TE_00001675#DNA/DTM	1550	166080	107.15	16	252
TE_00001676_INT#LTR/Gypsy	306	1305640	4266.80	38	7984
TE_00001677#DNA/DTM	2426	154603	63.73	1	487
TE_00001679#DNA/DTH	4708	69940	14.86	4	34
TE_00001680_INT#LTR/Gypsy	1607	2720723	1693.04	0	6892
TE_00001681_INT#LTR/Gypsy	4447	603245	135.65	1	339
TE_00001682#DNA/DTT	4216	54493	12.93	0	221
TE_00001683#DNA/DTM	2397	550427	229.63	19	462
TE_00001684#DNA/DTH	1444	10813	7.49	0	37
TE_00001685#DNA/DTM	1084	17453	16.10	6	34
TE_00001686_LTR#LTR/Gypsy	1125	106512	94.68	2	209
TE_00001687_LTR#LTR/Gypsy	411	8527	20.75	8	29
TE_00001689#MITE/DTA	157	2425	15.45	8	20
TE_00001690_INT#LTR/Copia	4333	110881	25.59	1	133
TE_00001691#MITE/DTC	197	389	1.97	1	3
TE_00001693#DNA/DTM	877	5756	6.56	0	21
TE_00001694_INT#LTR/Gypsy	486	58083	119.51	0	316
TE_00001696#DNA/Helitron	4981	16419218	3296.37	0	15263
TE_00001699_LTR#LTR/Gypsy	382	581	1.52	0	3
TE_00001701#DNA/DTC	86	0	0.00	0	0
TE_00001702_LTR#LTR/Gypsy	2683	4354320	1622.93	9	5328
TE_00001703_INT#LTR/Gypsy	11223	1237657	110.28	0	443
TE_00001704#DNA/DTT	790	9793	12.40	0	82
TE_00001705#DNA/Helitron	9354	271300	29.00	0	590
TE_00001706#DNA/DTT	2157	9052	4.20	0	44
TE_00001707#DNA/DTC	86	172	2.00	2	2
TE_00001709#DNA/Helitron	2558	20580	8.05	0	22
TE_00001710#MITE/DTM	144	359	2.49	1	4
TE_00001711#DNA/DTM	1498	27945	18.65	1	38
TE_00001713#DNA/DTH	2304	31959	13.87	0	58
TE_00001714#DNA/Helitron	906	7057	7.79	0	64
TE_00001715_INT#LTR/Gypsy	10486	6010454	573.19	6	3432
TE_00001716#DNA/Helitron	1583	69941	44.18	0	173
TE_00001717_INT#LTR/Gypsy	823	804486	977.50	0	4581
TE_00001718_LTR#LTR/Copia	423	25881	61.18	16	92
TE_00001719_INT#LTR/Gypsy	1129	321850	285.08	0	782
TE_00001720#DNA/DTM	3582	99432	27.76	0	204
TE_00001721_INT#LTR/Gypsy	1490	580657	389.70	0	1097
TE_00001722_INT#LTR/Gypsy	558	140565	251.91	0	479
TE_00001723_INT#LTR/Gypsy	9418	1710023	181.57	0	1185
TE_00001724_INT#LTR/Gypsy	243	1999	8.23	0	20
TE_00001725#MITE/DTT	153	1228	8.03	1	19
TE_00001727#MITE/DTH	297	69132	232.77	1	536
TE_00001728_INT#LTR/Gypsy	693	857946	1238.02	21	3662
TE_00001729#MITE/DTH	304	127565	419.62	28	562
TE_00001731#MITE/DTT	236	2516	10.66	4	16
TE_00001732#DNA/Helitron	4588	123918	27.01	0	309
TE_00001733#DNA/DTH	1798	138025	76.77	2	266
TE_00001735_LTR#LTR/Gypsy	109	874	8.02	0	11
TE_00001736_INT#LTR/Gypsy	6832	3991802	584.28	5	1792
TE_00001737_INT#LTR/Gypsy	225	38835	172.60	0	271
TE_00001738#MITE/DTT	237	11841	49.96	6	86
TE_00001739_INT#LTR/Gypsy	7473	7676200	1027.19	0	3464
TE_00001740#DNA/DTT	1243	7540	6.07	0	57
TE_00001741_INT#LTR/Gypsy	3366	5392153	1601.95	0	6452
TE_00001742_LTR#LTR/Gypsy	575	3399186	5911.63	368	13125
TE_00001743#DNA/DTT	1769	8881	5.02	0	18
TE_00001744#DNA/DTH	936	9491	10.14	0	171
TE_00001748_INT#LTR/Gypsy	2945	6489567	2203.59	0	5545
TE_00001749#DNA/DTT	3121	60402	19.35	0	85
TE_00001750_INT#LTR/Copia	4547	628849	138.30	0	532
TE_00001751#DNA/Helitron	3005	36198	12.05	0	296
TE_00001752_INT#LTR/Gypsy	5223	1357218	259.85	0	1313
TE_00001753#DNA/DTC	2917	34774	11.92	0	129
TE_00001754_INT#LTR/Gypsy	718	478475	666.40	6	1769
TE_00001755_LTR#LTR/Gypsy	984	295696	300.50	4	719
TE_00001756#DNA/DTT	2347	85474	36.42	0	286
TE_00001757_INT#LTR/Gypsy	3851	4294711	1115.22	0	4061
TE_00001758_LTR#LTR/Copia	230	2805	12.20	2	19
TE_00001759#DNA/DTH	1047	30103	28.75	0	106
TE_00001760#DNA/Helitron	254	538	2.12	0	4
TE_00001761#DNA/DTT	2326	33842	14.55	0	379
TE_00001762#MITE/DTT	309	4622	14.96	0	66
TE_00001765_LTR#LTR/Gypsy	4138	3635543	878.57	3	4502
TE_00001766_INT#LTR/Gypsy	4910	894123	182.10	18	406
TE_00001767#MITE/DTT	259	578	2.23	0	5
TE_00001768#DNA/DTT	1505	13638	9.06	0	83
TE_00001769#MITE/DTM	580	24555	42.34	5	110
TE_00001770#DNA/DTC	2296	57579	25.08	2	71
TE_00001771#DNA/DTM	1344	23147	17.22	5	38
TE_00001772_INT#LTR/Gypsy	5858	2364476	403.63	4	1332
TE_00001773#MITE/DTA	155	241	1.55	0	5
TE_00001774#DNA/DTA	613	222584	363.11	108	495
TE_00001775_INT#LTR/Copia	3576	1510543	422.41	0	840
TE_00001776_INT#LTR/Gypsy	1771	1688563	953.45	1	2241
TE_00001777_INT#LTR/Gypsy	5133	2744311	534.64	0	1221
TE_00001778#DNA/DTC	2737	6399	2.34	0	14
TE_00001780_INT#LTR/Gypsy	5443	1749957	321.51	0	2692
TE_00001781#MITE/DTA	549	31181	56.80	8	108
TE_00001782_LTR#LTR/Copia	1098	6974406	6351.92	36	33286
TE_00001784_LTR#LTR/Gypsy	336	39775	118.38	74	152
TE_00001785#MITE/DTM	100	858	8.58	2	11
TE_00001787_INT#LTR/Gypsy	1244	104782	84.23	0	238
TE_00001788#DNA/DTM	1662	29408	17.69	1	40
TE_00001789_INT#LTR/Copia	141	264	1.87	0	5
TE_00001790#DNA/Helitron	7144	51548	7.22	0	93
TE_00001791_INT#LTR/Copia	5244	335918	64.06	8	159
TE_00001792#DNA/DTA	1227	10656	8.68	0	30
TE_00001793#DNA/DTM	1245	51451	41.33	5	184
